"ProbeID","GeneSymbol","logFC","P.Value","adj.P.Val"
"10931885","Pkn3",449.32255,0.00880661836935102,0.0606784313778822
"10881341",NA,215.91505,0.00882898878344729,0.0607858463914592
"10835154","Lrrc8a",84.5658500000001,0.00883120792411814,0.0607858463914592
"10821115",NA,13.1837434,0.00883261169068749,0.0607858463914592
"10787129","Cherp",105.72485,0.00883976499436953,0.0608207476555609
"10864274",NA,46.035855,0.00884478732903983,0.0608409741065622
"10864572","Rad18",147.81175,0.00885542477892802,0.0608888991931759
"10918209","Map2k1",141.702,0.00887192164490263,0.060984545631573
"10711364","Tgfb1i1",150.1785,0.00888180697374227,0.0610289805931769
"10745607","Slfn14",15.33023,0.00888304404448136,0.0610289805931769
"10727660","Actn3",37.888055,0.0088867420908939,0.0610289805931769
"10798702","Inhba",94.443493,0.00889883340093631,0.0610689497239731
"10739099","Map3k3",50.8665000000001,0.00890431120397051,0.0610752638483558
"10798436","H2ac1",296.6894,0.00890599639196032,0.0610752638483558
"10772574","Rtraf-ps2",11.887655,0.00890752682599766,0.0610752638483558
"10719549","Nectin2",285.77105,0.00890811594639022,0.0610752638483558
"10701359",NA,33.542215,0.00891871797972357,0.0611064478426369
"10802267",NA,433.64345,0.00892070149172248,0.0611064478426369
"10854948","Prss2",9.078374,0.00892103101420026,0.0611064478426369
"10810553","B3gnt9",46.83682,0.0089270521391916,0.0611249887803123
"10862832",NA,70.61245,0.00892792247297845,0.0611249887803123
"10929243","Farsb",252.31465,0.00893825972999775,0.0611670929379607
"10835837",NA,151.29758,0.00895562234780876,0.0612657075230885
"10872814","Rhd",18.409475,0.008960346856339,0.0612657075230885
"10816791","Shc1",323.7685,0.00896215086359687,0.0612657075230885
"10790581","Gpr15lg",15.045451,0.00896315581411927,0.0612657075230885
"10711396","Ahsp",91.94647,0.00897574397765527,0.061315865017734
"10705872","Actg1",1591.7705,0.00898106346515381,0.061315865017734
"10832278","Krtap10-10l1",26.12935,0.00898308695405975,0.061315865017734
"10756278",NA,147.23448,0.00899140683880113,0.0613527605625063
"10855557",NA,10.887222,0.00899860847444601,0.0613753803178243
"10700514",NA,107.3768,0.00901786269219829,0.061467065023304
"10747665","Etv4",24.544485,0.00902227369134209,0.0614827860085999
"10932793",NA,65.57804,0.00903627334950178,0.0615494729849254
"10783419","LOC290071",29.31152,0.00904350795594277,0.0615700399498746
"10940486","Sh3bp4",60.7902000000001,0.00904813342110622,0.0615808339310607
"10703680","Pira2",25.611605,0.00907330851604792,0.0616866732575806
"10854047","Fscn3",18.077435,0.00907724917078856,0.0616991059272725
"10741774","Hbq1b",32.18015,0.00910575833688338,0.0618640986171421
"10825074","Prpf3",64.6352,0.00911579552820577,0.0618747329370361
"10860327","Sema3c",853.6017,0.00914168183189832,0.0620072191866909
"10768560","Rnf2",137.5015,0.00915489120565791,0.0620770856601534
"10714078",NA,177.72995,0.00915835692459989,0.0620770856601534
"10919032",NA,177.72995,0.00915835692459989,0.0620770856601534
"10774274","Egfr",275.48725,0.00919091907067033,0.0622544655067385
"10770208","Adss2",137.7226,0.00920566705101605,0.0623399066361573
"10847474","Creb3l1",78.3749000000001,0.0092153100324218,0.0623762899182508
"10701357",NA,9.220595,0.00922915848205478,0.0624472339666904
"10889219","Hspa8",1125.6955,0.00923006627877625,0.0624472339666904
"10879530","Ppie",83.634,0.00924373609546561,0.0624962986097969
"10905158","Rbfox2",106.16265,0.00926485059961874,0.0626100729625866
"10840020","Cdc25b",144.03673,0.0092840281244721,0.0627251613386512
"10765186","Sell",84.755815,0.00928860916549432,0.0627416018868789
"10869886","Mtap",210.0813,0.0092954953014634,0.0627456007818749
"10841624","Src",124.53925,0.00929555615845345,0.0627456007818749
"10876281","Atosb",28.2505,0.00932701012769207,0.0628701600993069
"10878880","Nasp",94.83264,0.00933929573399213,0.0629094271553715
"10923237","Myo1b",226.575,0.00935476400997882,0.0629700635455119
"10762915","Pitpnb",187.22685,0.0093615579209422,0.0629867694846627
"10714097","Or5an1",40.209545,0.00936600639571605,0.06300218992504
"10848426",NA,19.007645,0.00938071401891281,0.0630108695290599
"10883705",NA,97.6917,0.00938111070596363,0.0630108695290599
"10778853","Rps27a",527.1426,0.00938950962801547,0.0630108695290599
"10850929","Sms",37.2344000000001,0.00938970517606012,0.0630108695290599
"10922169",NA,107.17935,0.00939005977693497,0.0630108695290599
"10821105","Mast4",53.15735,0.00939089090308456,0.0630108695290599
"10875141","Rrs1",41.626195,0.00939643715648866,0.0630108695290599
"10741356","Percc1",69.96242,0.00939749293277586,0.0630108695290599
"10767044","LOC100910714",149.16041,0.00940410625702555,0.0630407435045306
"10910910","Pin4",55.4615000000001,0.00941370661283008,0.0630694578998004
"10845605",NA,193.26815,0.00941671808616726,0.0630694578998004
"10869174","Rad23b",460.781400000001,0.00942465324607258,0.0630906802730482
"10927285","Uggt1",149.9391,0.00942532341017962,0.0630906802730482
"10848279",NA,135.48515,0.00942667280727923,0.0630906802730482
"10811226","Kars1",319.8522,0.00943036812294458,0.063094819919294
"10713606",NA,24.505785,0.0094316108231518,0.063094819919294
"10900399","Oaz1",91.5012499999998,0.00944387156568178,0.0631479203295554
"10789052","Gins4",109.08883,0.00946472591047985,0.0632439393295422
"10887831","Fez2",85.6067000000001,0.00947744581745703,0.0632855090539862
"10713452","Trmt112",737.642,0.00949182022598957,0.0633670100735967
"10821955",NA,35.96691,0.00949946106037195,0.0634035310527087
"10931808",NA,22.91609,0.00950323917344074,0.0634055687419122
"10804603","Tcof1",67.699965,0.00950627750700265,0.0634055687419122
"10787396","Rpl18a",882.8105,0.00951082220847026,0.0634170969629685
"10704035","Syt5",18.46009,0.00952904554374282,0.0635139257391975
"10779907",NA,49.325985,0.00953529532572864,0.0635348475594892
"10909470","Dpagt1",117.03385,0.00953653407778325,0.0635348475594892
"10827749","Rpp21",162.01374,0.00954666525404531,0.0635617898382085
"10759342","Noc4l",43.16902,0.00954710528548157,0.0635617898382085
"10705020","Lypd3",112.527015,0.00957555506963564,0.0636774062736667
"10932422","Rbm3",768.38585,0.00958896622284069,0.0637388075617902
"10819653","Bcl10",105.2314,0.00959429576268004,0.0637597262081289
"10749648","Mafg",35.20304,0.00960365551225916,0.0637964579364078
"10875978",NA,63.90106,0.00960419052523863,0.0637964579364078
"10882929",NA,30.59367,0.00961806680650172,0.063859591746623
"10752588",NA,39.23269,0.00964264525539604,0.0639293320726961
"10752603","Mcm4",481.29685,0.00965839186135117,0.0640078722381589
"10708560",NA,595.7639,0.00966011873410155,0.0640078722381589
"10840396","Sec23b",104.0397,0.00967020838903004,0.0640601967975337
"10770888","Actg1",1645.512,0.00968290129856728,0.0641152036573763
"10878032","Cks1b",153.35936,0.00968889676419236,0.0641403648468424
"10918718","Tmod3",235.18585,0.00969981643690573,0.0641720132987436
"10723156","Iqgap1",306.36835,0.0097033311313281,0.0641720132987436
"10860783","Golga3",33.0666,0.00970364613163661,0.0641720132987436
"10713074","Cfl1",469.554,0.00970401638958696,0.0641720132987436
"10937356","Rps26",1091.09,0.00971179737789715,0.0641985665210757
"10889726",NA,52.483725,0.00971307126799324,0.0641985665210757
"10741664",NA,140.14545,0.00971882751408592,0.0642220825597164
"10837319","Rpl7a",332.31625,0.00972272533614573,0.0642333102600998
"10843140",NA,25.2427,0.00972623528815656,0.0642354617059986
"10783353","Rps19",602.0086,0.00973166950058651,0.0642354617059986
"10938579","Rpl27",420.9185,0.00973328665845485,0.0642354617059986
"10935204","Prps1",142.86725,0.00973404494326199,0.0642354617059986
"10922843",NA,43.30645,0.00974784252223708,0.0643119854211007
"10726726","Rnh1",361.6845,0.00975626738195474,0.0643252132524386
"10822417",NA,33.550275,0.00976890010544743,0.0643637004241184
"10791661","Cenpu",74.91098,0.00978737773416549,0.0644563690545335
"10755992","Cdc45",107.687245,0.00979484912983608,0.0644910350414765
"10909044","Robo4",38.1411,0.00979958442502776,0.0645028176949596
"10749361","Srsf2",412.095,0.00981120666529406,0.064540552019793
"10711708",NA,16.60113,0.00981350338583716,0.0645411274006859
"10897535","Nol12",56.799255,0.00981904172241521,0.0645612166872099
"10822043","Cdh6",151.98755,0.00982284861089752,0.0645612166872099
"10818708","F3",523.9678,0.00983495417718098,0.0646094785995424
"10894660","Nt5dc3",112.21515,0.00985212202985305,0.0646640963783705
"10744907","Dph1",200.4843,0.00985690790461936,0.0646738886594724
"10841974","Mybl2",155.05996,0.00985804156228625,0.0646738886594724
"10890234",NA,39.064575,0.00986214291633251,0.064686269231643
"10773610",NA,45.44211,0.00987047715499114,0.0647010283647426
"10724483","Hpx",10.021905,0.009877348882025,0.0647010283647426
"10788566","Rpl21",571.673500000001,0.00987784363476948,0.0647010283647426
"10855549","Snx10",97.829145,0.00987989619823087,0.0647010283647426
"10863079","Rpia",85.03185,0.00988957102621352,0.0647270414658231
"10833031","Sgpl1",181.8009,0.00989373834291397,0.0647336331354734
"10924667",NA,62.1437,0.00989913300686707,0.0647499338277314
"10761805","Denr",50.82726,0.00990287890539822,0.0647499338277314
"10778236","Pold2",249.9756,0.00991375676970624,0.0647919643924408
"10839413","Rpl7a",341.17475,0.00991403438330845,0.0647919643924408
"10832228","Cstb",137.505,0.00992816251912119,0.0648281939726434
"10701017",NA,34.88805,0.00993875137193874,0.0648538491355413
"10745595","Slfn9",222.4084,0.00994146074444083,0.0648545176308942
"10902584","Nup107",95.078485,0.00994329377931044,0.0648545176308942
"10857762","Arpc4",400.5929,0.0099498085542666,0.0648825239072198
"10756253",NA,755.3054,0.00995875593904918,0.0648861222462146
"10756255",NA,755.3054,0.00995875593904918,0.0648861222462146
"10752414","Med15",118.1117,0.00996011448622935,0.0648861222462146
"10795231","Hist1h2bg",628.19885,0.00996079081835147,0.0648861222462146
"10740141","Hgs",70.6848,0.00996146567653428,0.0648861222462146
"10716060","Rpl8",741.541000000001,0.0099723612831853,0.0649281396315969
"10826604",NA,56.20017,0.00997479064031767,0.0649294861332978
"10799985","Rps8",448.7693,0.00999164886992369,0.064956733573779
"10738562","Rundc3a",61.414035,0.00999231740537286,0.064956733573779
"10940126",NA,17.70001,0.00999683616100553,0.0649716510806708
"10888127","Cox7a2l",160.55225,0.00999966248593636,0.0649755649164023
"10784360","Kpna3",206.62985,0.0100312911632474,0.0651520987201221
"10886491","Lyset",85.52655,0.0100376841998285,0.065179130076415
"10738118","Cdc6",133.295605,0.0100407717753581,0.065180272232009
"10884994",NA,9.33312500000001,0.0100431633614336,0.065180272232009
"10700927",NA,80.7169,0.0100516066035415,0.06519287575531
"10851554","Wfdc12",13.418045,0.0100663892362339,0.0652494996998751
"10729409","Tjp2",95.1395,0.0100765467014257,0.065286368448758
"10899749","Il23a",16.025,0.0100867666506889,0.0653380933333091
"10796074","Net1",427.7491,0.0100958249151646,0.0653617699412364
"10869659","Prrc2c",315.48415,0.0101066613101562,0.0654089507122071
"10936773",NA,46.144708,0.0101304628949901,0.0655194472026216
"10922492","Arid5a",52.238815,0.0101484159914671,0.0656065113464745
"10882802","Epcam",401.4405,0.0101694887952954,0.0657281959437519
"10902662","Irak3",58.453985,0.0101717919619135,0.0657285402290072
"10742315","Timd2",514.03315,0.0101779879592192,0.0657540336666585
"10717170","Epb41l2",101.58725,0.0102036214548162,0.0658275488070011
"10791095","Hapln4",23.146095,0.0102144463434295,0.0658617436597963
"10791497","Hmgb2",35.442305,0.0102149503841493,0.0658617436597963
"10701133",NA,117.92195,0.0102206008369784,0.0658836347862948
"10830272",NA,68.5296,0.0102423648105553,0.0659657066965526
"10873567",NA,265.555,0.0102462676117848,0.0659762975558035
"10813815",NA,15.077805,0.0102494406312121,0.0659821856765601
"10863950","Mcm2",349.4681,0.0102536606448625,0.0659906590312756
"10893858","Mex3d",27.97304,0.0102611296737772,0.0660001596669707
"10918089","Fem1b",300.6079,0.0102612694327165,0.0660001596669707
"10740379","Rps19",607.93035,0.010276658647644,0.0660555128123808
"10724001","Relt",16.128163,0.0102846231299234,0.0660653632933029
"10701262",NA,134.0574,0.0102894982879622,0.0660653632933029
"10777532","Hgfac",42.244795,0.0102987734532898,0.0661012148698819
"10761025","Pilra",27.06703,0.0102996073830253,0.0661012148698819
"10788969","Adam3a",10.074702,0.0103187770459878,0.0662047467927169
"10935882","Zfp275",50.389285,0.0103208958964879,0.0662047467927169
"10855383","Gimap9",65.60734,0.0103225378804965,0.0662047467927169
"10901036",NA,180.39646,0.0103265147987582,0.0662157162710537
"10853347","Abcb4",35.845695,0.0103400101148546,0.0662877014473034
"10875751","Tstd3",89.8015500000001,0.0103537073863961,0.0663463934165775
"10760824","Mcm7",333.2926,0.0103636387314636,0.0663794175598423
"10735806","Mettl16",38.50965,0.0103656775144794,0.0663794175598423
"10761365",NA,31.451905,0.0103726141832675,0.0664092813390265
"10797226","Tmed9",147.33405,0.010376265206751,0.0664181007340102
"10749549","Mir338",24.359505,0.0103856466879434,0.0664490324883003
"10782607",NA,27.46527,0.0103934415055188,0.0664807013125314
"10739135","Psmc5",96.1256500000001,0.0103978843237415,0.0664807013125314
"10912584","Amotl2",151.1699,0.0104019745909352,0.0664807013125314
"10772623","Bend4",18.295401,0.010410567816424,0.0664925377735312
"10785800",NA,131.4389,0.010417354757276,0.0665110122863263
"10867832",NA,19.055631,0.0104190454867867,0.0665110122863263
"10742966",NA,36.507605,0.0104203773271211,0.0665110122863263
"10910766",NA,10.341215,0.0104232104950174,0.066514563434128
"10749307","Rhbdf2",92.60537,0.0104407862194656,0.0665830063596164
"10739474",NA,23.458276,0.010443102925349,0.0665830063596164
"10746454",NA,23.236451,0.0104453316268269,0.0665830063596164
"10813721","Gapdh",1013.8515,0.0104647361418918,0.0666921469566378
"10842169",NA,92.673465,0.0104993620939134,0.0668836380749209
"10765994","Uba2",277.80035,0.0105395803072509,0.0670083349501691
"10806884",NA,18.563575,0.0105513235397843,0.0670538102874176
"10930717","Adgre4",14.906485,0.0105586336895575,0.067078817525348
"10733688","Rpl13",619.534,0.0105693643115237,0.067104353183773
"10914849","Rpl13",619.534,0.0105693643115237,0.067104353183773
"10866507","Art4",29.61384,0.0105707617358706,0.067104353183773
"10722987","Snrpe",115.4727,0.0105861041372532,0.067157968787343
"10935489","Snrpe",115.4727,0.0105861041372532,0.067157968787343
"10909783","Usp28",41.9019500000001,0.0105913500529052,0.0671766609738543
"10870902","Eps15",136.50875,0.010599262864662,0.0671976704271348
"10886406",NA,215.92081,0.0106153793114348,0.0672560596842888
"10917095","Rexo2",133.253,0.0106225306047525,0.0672721892666899
"10891311","Angel1",76.39177,0.0106322760832908,0.0673193137185216
"10916000","Fli1",57.24835,0.0106369830382333,0.0673345227473341
"10795546","Rps19",620.7153,0.0106423507796767,0.0673527067841357
"10830216","Pkib",158.362955,0.0106444665989715,0.0673527067841357
"10860103","Nup42",31.04472,0.010650650264061,0.0673735129761499
"10884896","Fau",640.267000000001,0.0106549245990752,0.0673751011336326
"10780801",NA,98.4996,0.0106671337672329,0.0674231168056994
"10806363",NA,35.228175,0.0106697713729264,0.0674252002787522
"10797588","Rpl7a",221.8221,0.0106765119167319,0.0674532048303212
"10722903","Mfge8",290.00025,0.0106827295907245,0.0674701249474583
"10895686","Styx",33.72408,0.010683809064385,0.0674701249474583
"10817845","Vtcn1",376.89167,0.0106889219949403,0.0674878251913087
"10744215","Chrnb1",69.114625,0.0106985732620572,0.0675195764263854
"10714903","Ifit3",83.43756,0.0107072570847204,0.0675597858473048
"10933210","Cldn34a",11.432971,0.0107207643385441,0.0676012107460021
"10789732",NA,121.1499,0.0107239300282585,0.0676065800270917
"10914771",NA,29.99028,0.0107460316558132,0.067693274059674
"10797695","Bicd2",40.8862999999999,0.0107469502666108,0.067693274059674
"10713876","Syt7",11.55314,0.010762677788901,0.0677586186120096
"10701689",NA,167.20815,0.0107666018894006,0.0677586186120096
"10908104",NA,167.20815,0.0107666018894006,0.0677586186120096
"10830189","Gja1",109.3464,0.0107775153317141,0.0678068859852892
"10827364",NA,80.6107000000001,0.0107866461966271,0.0678318005416485
"10870809","Cc2d1b",42.3982000000001,0.0108005638304187,0.0678408238533328
"10860801","Samd9",134.0511,0.0108035427003965,0.0678449476460409
"10822083",NA,14.428055,0.0108080573879355,0.067858712342821
"10911014",NA,45.704705,0.0108374727185198,0.067984953403229
"10717891","Ezr",186.5475,0.0108601024261464,0.0680392520432001
"10749973",NA,16.30683,0.0108627072878584,0.0680399889131634
"10811956","Sipa1l2",49.75902,0.0108733861694656,0.0680786762869201
"10717434","Rpl26",807.2845,0.0108843648458208,0.0681199212363204
"10849228",NA,248.7023,0.0108860017864138,0.0681199212363204
"10718075","Tbxt",25.07208,0.0108963815474638,0.0681642163870682
"10837050","Agps",457.92175,0.0109278397911139,0.0683133728471474
"10812589","F2rl2",43.836905,0.0109382326391078,0.0683382224805163
"10842682",NA,18.84983,0.0109433187097422,0.0683553801125526
"10717947",NA,35.27302,0.0109621145173998,0.0684288917759226
"10907815","Casp1",101.2404,0.0109651303170032,0.0684330948688171
"10817183","S100a11",2587.034,0.0109828294502381,0.0685289148994567
"10830038","Ppa1",364.2872,0.0109964964715395,0.0685817568766262
"10915561","Tmed1",14.33907,0.0110011552596889,0.068582165245869
"10836152",NA,77.56877,0.0110031015440333,0.068582165245869
"10786465","Tkt",451.174,0.0110115088731446,0.0686199275213411
"10882896","Fam98a",120.28255,0.0110301702502534,0.0687069069703421
"10811980","Pcnx2",15.247745,0.011037904107072,0.0687329071051319
"10844294","Rpl7a",452.190099999999,0.0110864067581509,0.0689836607098235
"10843028","Tpd52l2",209.2902,0.0110926322773503,0.0690077000320511
"10797442","Simc1",101.13552,0.0110979631204592,0.0690114718180279
"10827906","Tubb5",1335.1002,0.0111326448066316,0.0691693803723664
"10918191","Zwilch",134.789875,0.0111328276343831,0.0691693803723664
"10756740","Ints15",137.1674,0.0111667425919914,0.0693063985728565
"10913570","Map4",394.1993,0.0111734221727724,0.0693220644563492
"10896263","Cthrc1",30.095289,0.0111740125119788,0.0693220644563492
"10730131","Blnk",259.5544,0.0111780477812591,0.0693322431188648
"10777032","Rpl13",705.65265,0.0111868556522104,0.0693322431188648
"10830102",NA,85.7431500000001,0.0111875194790966,0.0693322431188648
"10905521","Pdgfb",107.8571,0.0112001384875101,0.0693681558656535
"10831105","Rt1-ec2",532.1485,0.0112014245255495,0.0693681558656535
"10828516","Itpr3",342.54365,0.0112028123288202,0.0693681558656535
"10906868",NA,19.13019,0.0112097272016724,0.0693769915686474
"10870098","Usp1",141.8135,0.011211363633723,0.0693769915686474
"10755670","Ccdc74a",11.10822,0.0112352030129836,0.0694509565851253
"10803977",NA,84.731487,0.0112377880442696,0.0694522403057528
"10724228","Bcl2l1",211.3602,0.0112495751566165,0.0694809912527261
"10767338","Mcm6",416.84454,0.011272261350554,0.0695673029723311
"10830279",NA,62.75983,0.0112730749733352,0.0695673029723311
"10753498","C2cd2",46.11505,0.0112772344798282,0.0695782741486168
"10841281","Chmp4bl1",345.06195,0.0112846898058488,0.0695826815801061
"10810985","Sf3b3",353.4825,0.011288648965524,0.0695826815801061
"10894427","Ube2r2",103.20735,0.0112890981066049,0.0695826815801061
"10736693",NA,138.241,0.0113006565218465,0.0695826815801061
"10701034",NA,208.99545,0.0113026240084318,0.0695826815801061
"10927283",NA,14.02594,0.0113032524015507,0.0695826815801061
"10810703","Cenpt",63.00951,0.0113034835171069,0.0695826815801061
"10709654","Or2ag20",10.395795,0.011311939240922,0.069603814015832
"10875267","Rps20",1531.635,0.0113237997641943,0.0696449444865627
"10920139","Gnat1",77.4054,0.0113369434762367,0.0696964365982278
"10887943",NA,339.3285,0.0113545514705081,0.0697657943912966
"10887945",NA,339.3285,0.0113545514705081,0.0697657943912966
"10876846",NA,60.0565500000001,0.0113682659446656,0.0698302189460602
"10700784",NA,10.544921,0.0113952650382653,0.0699372421907319
"10765497","Fcgr3a",96.33318,0.011402552388313,0.0699672685301775
"10783474","LOC290071",29.58285,0.0114087675037403,0.0699907042953104
"10802591",NA,237.32475,0.0114266719848529,0.0700708314426036
"10901253","Pwp1",66.9231900000001,0.0114290241604712,0.0700708314426036
"10701339",NA,13.551029,0.0114371487165744,0.0700846946509036
"10806677","Nacc1",333.83665,0.0114372672910128,0.0700846946509036
"10819825",NA,32.71684,0.0114474226496547,0.070100267811488
"10843918","Slc2a6",21.18113,0.0114619233082079,0.0701617610467754
"10705874","Tyrobp",176.9413,0.0114630685793202,0.0701617610467754
"10741947","Gabrp",1524.9774,0.0114656639566362,0.0701629465498892
"10770728","Dtl",238.437825,0.0114763202131891,0.0702134489441058
"10773760","Pes1",172.07975,0.0114965278466863,0.0702929184832764
"10918027","Rplp1",907.023999999999,0.0115218533059306,0.0703769116004404
"10876324","Tpm2",111.52955,0.0115223101316118,0.0703769116004404
"10825375","Wdr3",61.7295,0.011526728112393,0.0703829272937295
"10940627","Thbs1",1052.3723,0.011532931914667,0.0703829272937295
"10879986","Rbbp4",402.814,0.0115394475322135,0.0704079824991826
"10795704","Smokxl2",53.10968,0.0115450694834642,0.070427575671314
"10829274","Aire",15.757725,0.0115506732383009,0.0704323456446927
"10940466","Tuba1b",1644.3885,0.0115633571221304,0.0704853208207796
"10908776","Adamts8",21.287408,0.0115694484930407,0.0704890696412607
"10795696","Smokxl2",56.1827,0.0115720400492739,0.0704890696412607
"10821648","Rpl21",602.3835,0.0115954675007603,0.0706023317147168
"10932786","Ammecr1",51.972885,0.0116050204117994,0.0706310554813142
"10899405","Krt7",743.8457,0.0116078971500776,0.0706338486445255
"10850755","Fam110a",16.2976,0.0116193297583499,0.0706836307066941
"10831032","Ppp1r18",33.703583,0.0116227385048485,0.0706836307066941
"10775914","Pf4",69.668005,0.0116283497003478,0.0706864485412439
"10890124",NA,14.146025,0.0116390619048703,0.0707350851859537
"10700730",NA,33.011185,0.0116561642292503,0.0708140440972
"10858702","Spsb2",34.60961,0.011667678881216,0.0708500459022746
"10864756","Tmem40",160.502495,0.0116709632008075,0.0708552616268473
"10842795","Adrm1",149.82775,0.0116781286520782,0.0708738189876437
"10853663","Rpl31",638.017,0.0116847786264782,0.0708738189876437
"10808519","Ctu2",29.340395,0.0116888627089843,0.0708738189876437
"10700669",NA,71.52085,0.0116892589087892,0.0708738189876437
"10781978","Mir19a",10.942109,0.0116914468506606,0.0708738189876437
"10917486","Elmod1",23.729796,0.0116923439597382,0.0708738189876437
"10752805","Rpl7a",439.56005,0.0117035467820521,0.0709204347004503
"10877667",NA,15.08972,0.011708826328492,0.0709377130569403
"10713604",NA,109.25985,0.0117239207377333,0.0709997140199298
"10707812","Snrpa1",140.1709,0.0117322799842552,0.0710229242953331
"10901713","Gas2l3",52.2848,0.0117326156174874,0.0710229242953331
"10805214","Ska1",25.165115,0.011751589041873,0.071077517619704
"10820973","Rad17",43.57335,0.0117560335694433,0.071077517619704
"10900296","Dapk3",35.33505,0.0117603176800367,0.071077517619704
"10847825","Nat10",110.3091,0.011761098109593,0.071077517619704
"10899705",NA,46.93901,0.0117703124591017,0.0711184918676726
"10809866",NA,26.95962,0.011782309269089,0.0711615428958376
"10726045","Bcl7c",35.48815,0.0118160154621503,0.0713208834114169
"10733063","Rpl31",855.786000000001,0.0118325816843419,0.0714032003627045
"10777328","Lyar",95.66865,0.0118392601084195,0.0714169202575607
"10704242","Rps5",613.2565,0.0118434923624501,0.0714277014609034
"10732716","Kcnmb1",21.91813,0.0118466940022709,0.0714322638972843
"10893231","Mmp19",41.474995,0.0118593703646261,0.0714939425984704
"10711181","Orai3",65.65185,0.0118667903040206,0.07151403766191
"10892699",NA,33.81798,0.0118768121984716,0.0715285307474804
"10719983","Snrpa",258.3601,0.0118773499916488,0.0715285307474804
"10855613",NA,63.42771,0.0118820770527316,0.0715422504160143
"10765996","Exo1",36.73811,0.011935866028293,0.0718217075490323
"10723898",NA,157.53955,0.0119597404726916,0.071950547398932
"10779942","Tox4",71.3369499999999,0.0119822948938138,0.0720340490642242
"10759957",NA,39.96917,0.0119834832084661,0.0720340490642242
"10916123",NA,13.746101,0.0119910171290181,0.0720505175011967
"10723891","Rps3",538.5043,0.0119914022841058,0.0720505175011967
"10701389",NA,80.1864,0.0120053188122385,0.0720763221908622
"10895770",NA,16.08351,0.0120218991758046,0.0721310892516944
"10769047","Rasal2",48.6901,0.0120235317116931,0.0721310892516944
"10705511","Rps16",1079.791,0.0120243172676029,0.0721310892516944
"10897604","Micall1",57.8676,0.0120310801871635,0.0721420313193341
"10807017",NA,73.5923000000001,0.0120376160516308,0.0721632334189222
"10853324","Abcb1b",149.120325,0.0120404912654923,0.0721632334189222
"10901783","Apaf1",46.67321,0.0120514732507175,0.0722050327207673
"10881315","Prrc2c",208.55655,0.012062614290888,0.0722539907160156
"10762658","Rplp0",876.899,0.0120645911793224,0.0722539907160156
"10939325","Armcx2",26.8924,0.0120683730078041,0.072261825999178
"10778918","Rps19",728.0846,0.0120863410469152,0.0723250896046728
"10731732",NA,644.3013,0.0120864333642961,0.0723250896046728
"10816309",NA,15.16551,0.012088841395893,0.0723250896046728
"10822424","Cyp7b1",79.6568,0.0120917393559943,0.0723276153861624
"10719180","Srp72",56.7864,0.0121041073319338,0.0723633926653139
"10727588","Syt12",13.160347,0.0121092068448378,0.0723633926653139
"10709875","Adm",172.54974,0.0121094626932751,0.0723633926653139
"10731458","Zc3h7a",39.9622,0.0121107016847031,0.0723633926653139
"10919184",NA,12.24989,0.0121139284002909,0.0723633926653139
"10831957","Srpk1",285.0035,0.0121254783082824,0.0723960194764278
"10779724",NA,445.17715,0.0121361021955222,0.07242034989803
"10799261","Rpl21",619.5495,0.012141105662999,0.0724301124849607
"10863900","Rps25",827.906,0.012156982448978,0.0724952205071325
"10902614","Rap1b",408.277,0.0121654952725225,0.0725010975062483
"10939223",NA,21.841245,0.0121657633571833,0.0725010975062483
"10940654","Spp1",2809.7295,0.012173378135965,0.0725017196620565
"10829348","Krtap10-10l1",47.6544299999999,0.0121749512260854,0.0725017196620565
"10892212","Cinp",43.122315,0.0121756893063747,0.0725017196620565
"10755186","Senp2",16.0275,0.0121989819719095,0.0725679208567227
"10750808","Gng5",186.88975,0.0122180228039192,0.0726663921404103
"10790418","Mapk8",54.1353000000001,0.0122278462747529,0.072710014465832
"10834935","Med27",72.2815000000001,0.0122400513591754,0.0727677778605921
"10776287",NA,91.4197,0.0122471602777534,0.0727952269286444
"10836815","Hat1",245.85875,0.0122524189940092,0.07279686160077
"10798213","E2f3",59.814775,0.0122663753642603,0.0728353434738819
"10760196","Arpc1b",1012.75505,0.0122869864259083,0.0729429021431592
"10819633","Znhit6",96.4113,0.0122987731847379,0.072993462437095
"10890252","Pole2",65.861025,0.0123005002936201,0.072993462437095
"10763687","Ubxn4",118.1819,0.0123084294989952,0.0730206587375413
"10720829","Hamp",13.98447,0.0123166908358389,0.0730221612705269
"10937556",NA,229.19715,0.0123424265355932,0.0730987115648746
"10781029","Kif13b",60.3555,0.0123472925774311,0.0731077838178095
"10839805","Stk35",87.2958500000001,0.0123520296999222,0.0731210122904817
"10831595","Psmb8",256.78295,0.0123623079046108,0.0731669050154244
"10709788","Akip1",80.571,0.0123947707972211,0.0732687113195877
"10798794","Svil",59.07415,0.0123973021416744,0.0732687113195877
"10934500","Rps26",977.1835,0.0123978320514581,0.0732687113195877
"10700622",NA,19.0179246,0.0123995518848512,0.0732687113195877
"10754164","Tmem39a",74.5415,0.012405262923419,0.0732876341849875
"10816941","Rab13",66.9875,0.0124178177888404,0.0733368913684668
"10901251","Rps20",1545.5205,0.012418621263771,0.0733368913684668
"10806129","Mcm5",247.306505,0.0124238251462742,0.0733419147051792
"10805016","Cep76",33.398835,0.0124244929101093,0.0733419147051792
"10767095","Inhbb",51.223445,0.0124311340112881,0.0733662927284386
